300	0.83333
302	1.66666
304	1.75
306	0.16667
308	1.75
310	--
312	1
314	--
316	0.5
318	0
320	1.25
322	1.99999
324	1.33333
326	0.8
328	1
330	0.66667
332	1.2
334	0.4
336	0.71429
338	0.71429
340	0.83333
342	1.25
344	0.83333
346	1.99999
348	0.55556
350	0.5
352	0.54545
354	0.66667
356	1
358	1
360	1
362	1.3
364	0.83333
366	0.75
368	1.04167
370	1.03226
372	0.82857
374	0.825
376	0.94445
378	0.94445
380	0.88636
382	0.85714
384	0.88889
386	0.93617
388	0.96774
390	0.94905
392	0.95522
394	0.94332
396	0.95905
398	0.95376
400	0.95707
402	0.93519
404	0.94702
406	0.94202
408	0.94129
410	0.94413
412	0.93509
414	0.93344
416	0.9361
418	0.92694
420	0.92518
422	0.9268
424	0.92516
426	0.934
428	0.92721
430	0.92669
432	0.93222
434	0.92242
436	0.9171
438	0.9142
440	0.90865
442	0.90586
444	0.90634
446	0.90174
448	0.90811
450	0.91227
452	0.90444
454	0.90394
456	0.90612
458	0.90729
460	0.90556
462	0.90103
464	0.89803
466	0.89985
468	0.90211
470	0.89852
472	0.88688
474	0.88619
476	0.88569
478	0.88239
480	0.87921
482	0.87788
484	0.87342
486	0.87154
488	0.86545
490	0.86277
492	0.86738
494	0.86726
496	0.86154
498	0.8594
500	0.8504
502	0.8538
504	0.85014
506	0.85229
508	0.85148
510	0.84492
512	0.84291
514	0.838
516	0.83801
518	0.83403
520	0.83567
522	0.83385
524	0.83022
526	0.82388
528	0.82408
530	0.82479
532	0.82404
534	0.82038
536	0.81763
538	0.81454
540	0.81024
542	0.81219
544	0.80223
546	0.79982
548	0.79683
550	0.79161
552	0.7859
554	0.78677
556	0.78506
558	0.78167
560	0.77661
562	0.77249
564	0.76923
566	0.76744
568	0.77048
570	0.7654
572	0.76665
574	0.7679
576	0.76615
578	0.7678
580	0.76852
582	0.76833
584	0.7717
586	0.77352
588	0.77671
590	0.78084
592	0.78362
594	0.78508
596	0.79003
598	0.79914
600	0.79525
602	0.79641
604	0.80757
606	0.81226
608	0.81562
610	0.81778
612	0.82573
614	0.82923
616	0.8327
618	0.83217
620	0.84191
622	0.84174
624	0.84578
626	0.84367
628	0.85025
630	0.85714
632	0.85112
634	0.85682
636	0.85863
638	0.86213
640	0.86687
642	0.8676
644	0.86908
646	0.87002
648	0.87207
650	0.87736
652	0.88267
654	0.8839
656	0.88544
658	0.89249
660	0.88692
662	0.89461
664	0.89802
666	0.90612
668	0.90294
670	0.90589
672	0.91105
674	0.91588
676	0.91581
678	0.91777
680	0.92486
682	0.93198
684	0.93153
686	0.93673
688	0.94113
690	0.94906
692	0.94825
694	0.95251
696	0.95801
698	0.96002
700	0.9605
702	0.96582
704	0.97263
706	0.96936
708	0.97064
710	0.9762
712	0.97884
714	0.97918
716	0.98113
718	0.98462
720	0.98771
722	0.98795
724	0.99713
726	0.99476
728	1
730	0.99915
732	1.00243
734	1.00219
736	1.0044
738	1.00133
740	1.00882
742	1.00674
744	1.01376
746	1.01326
748	1.00992
750	1.01473
752	1.01308
754	1.01753
756	1.02121
758	1.01828
760	1.01961
762	1.02439
764	1.02047
766	1.03364
768	1.0376
770	1.03731
772	1.03401
774	1.03812
776	1.03934
778	1.03503
780	1.04057
782	1.04675
784	1.04775
786	1.05209
788	1.0459
790	1.0496
792	1.04678
794	1.05145
796	1.05909
798	1.05614
800	1.05263
802	1.05419
804	1.05962
806	1.06004
808	1.06408
810	1.07088
812	1.07002
814	1.06549
816	1.07048
818	1.07593
820	1.08233
822	1.08676
824	1.04745
826	1.0708
828	1.08827
830	1.08511
832	1.08626
834	1.09294
836	1.09795
838	1.09447
840	1.10054
842	1.09514
844	1.09453
846	1.09431
848	1.1004
850	1.0946
852	1.09927
854	1.10123
856	1.10789
858	1.10208
860	1.10727
862	1.10489
864	1.11377
866	1.11911
868	1.12265
870	1.12567
872	1.12797
874	1.13041
876	1.12932
878	1.13215
880	1.55642
882	1.17412
884	1.34588
886	1.23459
888	1.0844
890	1.1334
892	1.20455
894	1.15473
896	1.15768
898	1.15058
900	1.14605
902	1.15104
904	1.11991
906	1.14516
908	1.14972
910	1.15346
912	1.15996
914	1.16839
916	1.09971
918	1.15835
920	1.17103
922	1.1713
924	1.16452
926	1.16474
928	1.17059
930	1.17048
932	1.16698
934	1.16674
936	1.17642
938	1.18249
940	1.17923
942	1.17336
944	1.17663
946	1.18134
948	1.18209
950	1.18313
952	1.17882
954	1.23301
956	1.18491
958	1.18377
960	1.1808
962	1.18319
964	1.18754
966	1.18701
968	1.24399
970	1.18415
972	1.20083
974	1.198
976	1.19928
978	1.20945
980	1.17653
982	1.14742
984	1.20561
986	1.20493
988	1.21123
990	1.21024
992	1.19051
994	1.17557
996	1.20766
998	1.21247
1000	1.21219
