300	0.66667
302	1
304	1.5
306	0.83333
308	1.25
310	--
312	0.85714
314	--
316	1
318	1.5
320	2.25
322	2.99999
324	2.66666
326	0.4
328	1.2
330	1.33333
332	1.6
334	0.8
336	1
338	1.14286
340	1.33334
342	1.5
344	1.5
346	2.33332
348	0.77778
350	0.5
352	0.90909
354	0.88889
356	1.16667
358	1.3
360	1.18182
362	1.7
364	1.11111
366	1.3
368	1.41667
370	1.3871
372	1.34286
374	1.25
376	1.52777
378	1.5
380	1.47727
382	1.26786
384	1.34722
386	1.36171
388	1.34678
390	1.42038
392	1.35821
394	1.36033
396	1.3686
398	1.35549
400	1.35606
402	1.34491
404	1.35541
406	1.34576
408	1.3503
410	1.35195
412	1.34561
414	1.33777
416	1.34983
418	1.34399
420	1.3295
422	1.33202
424	1.3329
426	1.33126
428	1.33771
430	1.33334
432	1.33112
434	1.32867
436	1.32319
438	1.32278
440	1.31778
442	1.30739
444	1.30274
446	1.30303
448	1.31132
450	1.3092
452	1.30171
454	1.29855
456	1.30299
458	1.30266
460	1.29815
462	1.29023
464	1.28783
466	1.28528
468	1.29418
470	1.29202
472	1.2812
474	1.27567
476	1.27211
478	1.27326
480	1.27404
482	1.27492
484	1.26582
486	1.26173
488	1.25713
490	1.2542
492	1.26468
494	1.26598
496	1.25836
498	1.25974
500	1.24744
502	1.25529
504	1.25747
506	1.26143
508	1.25684
510	1.24835
512	1.25124
514	1.24812
516	1.24511
518	1.2458
520	1.25221
522	1.25077
524	1.24457
526	1.24478
528	1.2457
530	1.26013
532	1.25577
534	1.25213
536	1.25559
538	1.25448
540	1.26063
542	1.26953
544	1.26414
546	1.26882
548	1.26429
550	1.26125
552	1.25674
554	1.26458
556	1.26387
558	1.26128
560	1.25449
562	1.24824
564	1.25211
566	1.24955
568	1.25034
570	1.2492
572	1.24437
574	1.24558
576	1.2414
578	1.23985
580	1.23535
582	1.23119
584	1.22781
586	1.22648
588	1.22581
590	1.22528
592	1.21896
594	1.22066
596	1.21527
598	1.21536
600	1.21502
602	1.20741
604	1.20998
606	1.21591
608	1.22093
610	1.2148
612	1.21276
614	1.2184
616	1.21945
618	1.21625
620	1.21651
622	1.20606
624	1.21238
626	1.20971
628	1.2101
630	1.20703
632	1.20337
634	1.19944
636	1.19446
638	1.19645
640	1.19217
642	1.19097
644	1.19053
646	1.187
648	1.18198
650	1.18691
652	1.18592
654	1.18414
656	1.17911
658	1.18448
660	1.18067
662	1.17629
664	1.1817
666	1.18595
668	1.18529
670	1.18765
672	1.18811
674	1.18761
676	1.19159
678	1.1947
680	1.19864
682	1.19543
684	1.19684
686	1.20342
688	1.2089
690	1.21461
692	1.21244
694	1.21636
696	1.22335
698	1.22248
700	1.22332
702	1.22781
704	1.22899
706	1.2269
708	1.22274
710	1.22433
712	1.22629
714	1.23015
716	1.22916
718	1.23109
720	1.22993
722	1.22938
724	1.23088
726	1.22619
728	1.23136
730	1.22919
732	1.23358
734	1.22653
736	1.22329
738	1.22606
740	1.23192
742	1.22746
744	1.22012
746	1.22542
748	1.22521
750	1.2278
752	1.22196
754	1.22643
756	1.22929
758	1.22579
760	1.22238
762	1.22177
764	1.22229
766	1.22783
768	1.23422
770	1.23542
772	1.23243
774	1.22812
776	1.23033
778	1.23067
780	1.23056
782	1.23306
784	1.23604
786	1.23509
788	1.22557
790	1.23178
792	1.23788
794	1.24274
796	1.24085
798	1.23513
800	1.23019
802	1.22936
804	1.23306
806	1.23257
808	1.23564
810	1.23582
812	1.23679
814	1.23363
816	1.23434
818	1.23709
820	1.23872
822	1.22867
824	1.10517
826	1.16659
828	1.23049
830	1.23017
832	1.24253
834	1.23846
836	1.24132
838	1.24223
840	1.2455
842	1.2414
844	1.24443
846	1.24199
848	1.25348
850	1.24844
852	1.25706
854	1.24438
856	1.24376
858	1.2448
860	1.24818
862	1.23733
864	1.24155
866	1.25035
868	1.24854
870	1.2543
872	1.24645
874	1.24452
876	1.24603
878	1.13512
880	1.24362
882	1.08248
884	1.47043
886	1.32413
888	1.25754
890	1.25014
892	1.2469
894	1.24425
896	1.25127
898	1.24562
900	1.24767
902	1.25404
904	1.18119
906	1.22711
908	1.24943
910	1.25115
912	1.2557
914	1.26081
916	1.1574
918	1.23014
920	1.24326
922	1.25054
924	1.24887
926	1.25377
928	1.25434
930	1.25497
932	1.25233
934	1.25356
936	1.2632
938	1.25982
940	1.25376
942	1.25471
944	1.24861
946	1.2528
948	1.25315
950	1.25521
952	1.25067
954	1.30826
956	1.25294
958	1.27208
960	1.25062
962	1.25016
964	1.24984
966	1.25251
968	1.30603
970	1.25154
972	1.24142
974	1.25334
976	1.25347
978	1.25625
980	1.21493
982	1.19185
984	1.2404
986	1.24397
988	1.2469
990	1.23802
992	1.21268
994	1.19723
996	1.23682
998	1.23928
1000	1.24089
